reel_id,reel_url,source_profile,date_added,status,remaining_order,video_name,batch_number,scheduled_date,youtube_video_id
769758449344600,https://www.facebook.com/reel/769758449344600/,https://www.facebook.com/linguoermechanic/reels/,2026-07-27,remaining,842,,,,
1184515473569776,https://www.facebook.com/reel/1184515473569776/,https://www.facebook.com/linguoermechanic/reels/,2026-07-27,remaining,843,,,,
243922448445409,https://www.facebook.com/reel/243922448445409/,https://www.facebook.com/linguoermechanic/reels/,2026-07-27,remaining,844,,,,
2026381151558111,https://www.facebook.com/reel/2026381151558111/,https://www.facebook.com/profile.php?id=61585812725679&sk=reels_tab,2026-07-27,remaining,845,,,,
785053906751720,https://www.facebook.com/reel/785053906751720/,https://web.facebook.com/TheFabrikRestoration/reels/,2026-08-08,remaining,846,,,,
1570446183382716,https://www.facebook.com/reel/1570446183382716/,https://www.facebook.com/linguoermechanic/reels/,2026-07-27,remaining,847,,,,
1423345888752996,https://www.facebook.com/reel/1423345888752996/,https://www.facebook.com/linguoermechanic/reels/,2026-07-27,remaining,848,,,,
1548012940076938,https://www.facebook.com/reel/1548012940076938/,https://www.facebook.com/profile.php?id=61585812725679&sk=reels_tab,2026-07-27,remaining,849,,,,
346634881472049,https://www.facebook.com/reel/346634881472049/,https://www.facebook.com/linguoermechanic/reels/,2026-07-27,remaining,850,,,,
821324021037045,https://www.facebook.com/reel/821324021037045/,https://web.facebook.com/TheFabrikRestoration/reels/,2026-08-08,remaining,851,,,,
683306447735938,https://www.facebook.com/reel/683306447735938/,https://www.facebook.com/linguoermechanic/reels/,2026-07-27,remaining,852,,,,
641324130302406,https://www.facebook.com/reel/641324130302406/,https://www.facebook.com/linguoermechanic/reels/,2026-07-27,remaining,853,,,,
24466796342946642,https://www.facebook.com/reel/24466796342946642/,https://www.facebook.com/linguoermechanic/reels/,2026-07-27,remaining,854,,,,
3988967551397159,https://www.facebook.com/reel/3988967551397159/,https://www.facebook.com/profile.php?id=61585812725679&sk=reels_tab,2026-07-27,remaining,855,,,,
1077601563577768,https://www.facebook.com/reel/1077601563577768/,https://www.facebook.com/linguoermechanic/reels/,2026-07-27,remaining,856,,,,
822016537158094,https://www.facebook.com/reel/822016537158094/,https://www.facebook.com/linguoermechanic/reels/,2026-07-27,remaining,857,,,,
4304977476444809,https://www.facebook.com/reel/4304977476444809/,https://www.facebook.com/linguoermechanic/reels/,2026-07-27,remaining,858,,,,
2457987281320265,https://www.facebook.com/reel/2457987281320265/,https://www.facebook.com/linguoermechanic/reels/,2026-07-27,remaining,859,,,,
1238857254025083,https://www.facebook.com/reel/1238857254025083/,https://www.facebook.com/linguoermechanic/reels/,2026-07-27,remaining,860,,,,
1460801665526054,https://www.facebook.com/reel/1460801665526054/,https://www.facebook.com/profile.php?id=61585812725679&sk=reels_tab,2026-07-27,remaining,861,,,,
1427078545630321,https://www.facebook.com/reel/1427078545630321/,https://www.facebook.com/profile.php?id=61585812725679&sk=reels_tab,2026-07-27,remaining,862,,,,
3242524855954093,https://www.facebook.com/reel/3242524855954093/,https://www.facebook.com/linguoermechanic/reels/,2026-07-27,remaining,863,,,,
